method,object_recognition_rate,high_priority_object_recognition_rate,low_priority_object_recognition_rate,sensor_object_recognition_rate,sensor_high_priority_object_recognition_rate,sensor_low_priority_object_recognition_rate,cooperative_object_recognition_rate,recognition_rate,packet_loss_rate,ideal_rx,true_rx,orr,high_pdr,low_pdr,high_packet_loss,low_packet_loss,high_ideal_rx,high_true_rx,low_ideal_rx,low_true_rx,legacy_route_loss,nr_route_loss,mec_route_loss,channel_busy_ratio,legacy_tx,legacy_rx,nr_latency_ms,nr_latency_p50_ms,nr_latency_p90_ms,nr_latency_p95_ms,nr_latency_p99_ms,mec_tx,mec_rx,mec_latency_ms,mec_latency_p50_ms,mec_latency_p90_ms,mec_latency_p95_ms,mec_latency_p99_ms,interference_tx,interference_drops,interference_bytes,ttl_violation_rate,never_received_rate,high_ttl_violation_rate,high_never_received_rate,low_ttl_violation_rate,low_never_received_rate,sensor_external_event_candidate_vehicles,sensor_external_event_selected_vehicles,sensor_external_event_count,sensor_external_event_recognized,sensor_external_event_missed,sensor_external_event_censored,sensor_external_event_recognition_rate,sensor_external_event_delay_mean_ms,sensor_external_event_delay_p50_ms,mec_aoi_mean_ms,mec_aoi_p50_ms,mec_aoi_p90_ms,mec_aoi_p99_ms,mec_aoi_le_50_ms_rate,mec_aoi_le_100_ms_rate,mec_aoi_le_200_ms_rate,mec_aoi_le_500_ms_rate,mec_high_aoi_le_50_ms_rate,mec_high_aoi_le_100_ms_rate,mec_high_aoi_le_200_ms_rate,mec_high_aoi_le_500_ms_rate,mec_low_aoi_le_50_ms_rate,mec_low_aoi_le_100_ms_rate,mec_low_aoi_le_200_ms_rate,mec_low_aoi_le_500_ms_rate,mec_capacity_delay_mean_ms,mec_capacity_delay_p90_ms,mec_capacity_delay_p99_ms,mec_capacity_queue_drops,mec_ul_capacity_mbps,mec_dl_capacity_mbps,mec_ul_busy_ratio_mean,mec_ul_busy_ratio_p90,mec_ul_busy_ratio_p99,mec_ul_busy_ratio_max,mec_dl_busy_ratio_mean,mec_dl_busy_ratio_p90,mec_dl_busy_ratio_p99,mec_dl_busy_ratio_max,mec_ul_first_losses,mec_dl_first_losses,mec_ul_retx_recovered,mec_dl_retx_recovered,mec_ul_final_losses,mec_dl_final_losses,mec_retx_delay_mean_ms,mec_retx_delay_p90_ms
no-control,61.3192,62.3321,59.5805,13.9157,24.4759,0,55.7212,61.3192,63.8187,4229221,1530187,61.3192,36.409,35.6649,63.591,64.3351,2934897,1068567,1294324,461620,N/A,63.9212,N/A,0.802389,0,0,79.996,101.377,131.13,144.631,177.124,0,0,0,0,0,0,0,197098,0,98549000,37.422,1.2588,36.4735,1.19442,39.1553,1.26426,0,0,0,0,0,0,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.468,90.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
