method,object_recognition_rate,high_priority_object_recognition_rate,low_priority_object_recognition_rate,sensor_object_recognition_rate,sensor_high_priority_object_recognition_rate,sensor_low_priority_object_recognition_rate,cooperative_object_recognition_rate,recognition_rate,packet_loss_rate,ideal_rx,true_rx,orr,high_pdr,low_pdr,high_packet_loss,low_packet_loss,high_ideal_rx,high_true_rx,low_ideal_rx,low_true_rx,legacy_route_loss,nr_route_loss,mec_route_loss,channel_busy_ratio,legacy_tx,legacy_rx,v2v_radio_loss_rate,v2v_high_radio_loss_rate,v2v_low_radio_loss_rate,v2v_update_failure_rate,mec_fresh_update_loss_rate,mec_update_failure_rate,mec_valid_update_success_rate,mec_ul_final_loss_rate,mec_dl_final_loss_rate,mec_radio_final_loss_rate,nr_latency_ms,nr_latency_p50_ms,nr_latency_p90_ms,nr_latency_p95_ms,nr_latency_p99_ms,mec_tx,mec_rx,mec_latency_ms,mec_latency_p50_ms,mec_latency_p90_ms,mec_latency_p95_ms,mec_latency_p99_ms,interference_tx,interference_drops,interference_bytes,mec_bg_ul_bytes,mec_bg_dl_bytes,mec_aoi_filter,mec_aoi_filter_threshold_ms,ttl_violation_rate,never_received_rate,high_ttl_violation_rate,high_never_received_rate,low_ttl_violation_rate,low_never_received_rate,receiver_fresh_redundancy_200ms_mean,receiver_fresh_redundancy_500ms_mean,receiver_fresh_redundancy_ge2_200ms_rate,receiver_fresh_redundancy_ge2_500ms_rate,receiver_high_fresh_redundancy_200ms_mean,receiver_low_fresh_redundancy_200ms_mean,receiver_rv_200ms_score,receiver_rl_mean,receiver_rl_median,receiver_rl_lt1_rate,receiver_rl_ge1_rate,receiver_rl_ge2_rate,receiver_rv_delooz_mean,receiver_rv_delooz_median,receiver_high_rl_mean,receiver_low_rl_mean,rmr_deleted_eval_expected_total,rmr_deleted_eval_expected_high,rmr_deleted_eval_expected_low,rmr_deleted_eval_unrecognized_total,rmr_deleted_eval_unrecognized_high,rmr_deleted_eval_unrecognized_low,rmr_deleted_eval_distance_mean_m,rmr_deleted_eval_fresh_redundancy_ge2_200ms_rate,rmr_deleted_eval_fresh_redundancy_ge2_500ms_rate,rmr_deleted_eval_closing_speed_ge_threshold_rate,rmr_deleted_eval_ttc_le_threshold_rate,rmr_deleted_sender_eval_total,rmr_deleted_sender_eval_high,rmr_deleted_sender_eval_low,rmr_deleted_sender_eval_distance_mean_m,rmr_deleted_sender_eval_closing_speed_ge_threshold_rate,rmr_deleted_sender_eval_ttc_le_threshold_rate,sensor_external_event_candidate_vehicles,sensor_external_event_selected_vehicles,sensor_external_event_count,sensor_external_event_recognized,sensor_external_event_missed,sensor_external_event_censored,sensor_external_event_recognition_rate,sensor_external_event_delay_mean_ms,sensor_external_event_delay_p50_ms,v2v_aoi_mean_ms,v2v_aoi_p50_ms,v2v_aoi_p90_ms,v2v_aoi_p99_ms,v2v_aoi_le_200_ms_rate,v2v_aoi_le_300_ms_rate,v2v_aoi_le_400_ms_rate,v2v_aoi_le_500_ms_rate,v2v_aoi_violation_rate_200ms,v2v_aoi_violation_rate_300ms,v2v_aoi_violation_rate_400ms,v2v_aoi_violation_rate_500ms,v2v_aoi_orr_le_200_ms,v2v_aoi_orr_le_300_ms,v2v_aoi_orr_le_400_ms,v2v_aoi_orr_le_500_ms,v2v_only_aoi_orr_le_200_ms,v2v_only_aoi_orr_le_300_ms,v2v_only_aoi_orr_le_400_ms,v2v_only_aoi_orr_le_500_ms,mec_aoi_mean_ms,mec_aoi_p50_ms,mec_aoi_p90_ms,mec_aoi_p99_ms,mec_aoi_le_200_ms_rate,mec_aoi_le_300_ms_rate,mec_aoi_le_400_ms_rate,mec_aoi_le_500_ms_rate,mec_aoi_violation_rate_200ms,mec_aoi_violation_rate_300ms,mec_aoi_violation_rate_400ms,mec_aoi_violation_rate_500ms,mec_high_aoi_le_200_ms_rate,mec_high_aoi_le_300_ms_rate,mec_high_aoi_le_400_ms_rate,mec_high_aoi_le_500_ms_rate,mec_low_aoi_le_200_ms_rate,mec_low_aoi_le_300_ms_rate,mec_low_aoi_le_400_ms_rate,mec_low_aoi_le_500_ms_rate,mec_aoi_orr_le_200_ms,mec_aoi_orr_le_300_ms,mec_aoi_orr_le_400_ms,mec_aoi_orr_le_500_ms,mec_only_aoi_orr_le_200_ms,mec_only_aoi_orr_le_300_ms,mec_only_aoi_orr_le_400_ms,mec_only_aoi_orr_le_500_ms,mec_capacity_delay_mean_ms,mec_capacity_delay_p90_ms,mec_capacity_delay_p99_ms,mec_capacity_queue_drops,mec_ul_capacity_mbps,mec_dl_capacity_mbps,mec_ul_busy_ratio_mean,mec_ul_busy_ratio_p90,mec_ul_busy_ratio_p99,mec_ul_busy_ratio_max,mec_dl_busy_ratio_mean,mec_dl_busy_ratio_p90,mec_dl_busy_ratio_p99,mec_dl_busy_ratio_max,mec_ul_first_losses,mec_dl_first_losses,mec_ul_retx_recovered,mec_dl_retx_recovered,mec_ul_final_losses,mec_dl_final_losses,mec_retx_delay_mean_ms,mec_retx_delay_p90_ms
no-control,54.8371,54.3017,54.9982,13.9157,24.4759,0,47.9296,54.8371,55.7377,2623167,1161073,54.8371,44.351,44.0623,55.649,55.9377,1816687,805719,806480,355354,N/A,80.0029,N/A,0.802023,0,0,55.7377,55.649,55.9377,80.0029,N/A,N/A,0,0,0,0,82.0403,104.95,131.714,145.592,176.597,0,0,0,0,0,0,0,197098,0,98549000,0,0,0,200,43.9347,1.22818,44.5703,1.12797,43.7298,1.27204,0.273213,0.374294,3.47696,5.04354,0.42482,0.0644347,0.136607,0.495277,0.0658158,89.333,10.667,4.2483,0.093639,0.0160772,0.749008,0.145863,1426051,762613,663438,261987,131668,130319,119.087,0,0,22.173,22.172,19865,18617,1248,44.2635,36.441,36.2295,0,0,0,0,0,0,N/A,N/A,N/A,64.8358,100,110,160,99.9997,100,100,100,0.000337776,0,0,0,21.3826,24.5674,27.6787,29.3147,10.0327,13.7449,17.5012,19.4043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.8371,54.8371,54.8371,54.8371,0,0,0,0,0,0,0,0,90.468,90.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
