method,object_recognition_rate,high_priority_object_recognition_rate,low_priority_object_recognition_rate,sensor_object_recognition_rate,sensor_high_priority_object_recognition_rate,sensor_low_priority_object_recognition_rate,cooperative_object_recognition_rate,recognition_rate,packet_loss_rate,ideal_rx,true_rx,orr,high_pdr,low_pdr,high_packet_loss,low_packet_loss,high_ideal_rx,high_true_rx,low_ideal_rx,low_true_rx,legacy_route_loss,nr_route_loss,mec_route_loss,channel_busy_ratio,legacy_tx,legacy_rx,v2v_radio_loss_rate,v2v_high_radio_loss_rate,v2v_low_radio_loss_rate,v2v_update_failure_rate,mec_fresh_update_loss_rate,mec_update_failure_rate,mec_valid_update_success_rate,mec_ul_final_loss_rate,mec_dl_final_loss_rate,mec_radio_final_loss_rate,nr_latency_ms,nr_latency_p50_ms,nr_latency_p90_ms,nr_latency_p95_ms,nr_latency_p99_ms,mec_tx,mec_rx,mec_latency_ms,mec_latency_p50_ms,mec_latency_p90_ms,mec_latency_p95_ms,mec_latency_p99_ms,interference_tx,interference_drops,interference_bytes,mec_bg_ul_bytes,mec_bg_dl_bytes,mec_aoi_filter,mec_aoi_filter_threshold_ms,ttl_violation_rate,never_received_rate,high_ttl_violation_rate,high_never_received_rate,low_ttl_violation_rate,low_never_received_rate,sensor_external_event_candidate_vehicles,sensor_external_event_selected_vehicles,sensor_external_event_count,sensor_external_event_recognized,sensor_external_event_missed,sensor_external_event_censored,sensor_external_event_recognition_rate,sensor_external_event_delay_mean_ms,sensor_external_event_delay_p50_ms,v2v_aoi_mean_ms,v2v_aoi_p50_ms,v2v_aoi_p90_ms,v2v_aoi_p99_ms,v2v_aoi_le_200_ms_rate,v2v_aoi_le_300_ms_rate,v2v_aoi_le_400_ms_rate,v2v_aoi_le_500_ms_rate,v2v_aoi_violation_rate_200ms,v2v_aoi_violation_rate_300ms,v2v_aoi_violation_rate_400ms,v2v_aoi_violation_rate_500ms,v2v_aoi_orr_le_200_ms,v2v_aoi_orr_le_300_ms,v2v_aoi_orr_le_400_ms,v2v_aoi_orr_le_500_ms,v2v_only_aoi_orr_le_200_ms,v2v_only_aoi_orr_le_300_ms,v2v_only_aoi_orr_le_400_ms,v2v_only_aoi_orr_le_500_ms,mec_aoi_mean_ms,mec_aoi_p50_ms,mec_aoi_p90_ms,mec_aoi_p99_ms,mec_aoi_le_200_ms_rate,mec_aoi_le_300_ms_rate,mec_aoi_le_400_ms_rate,mec_aoi_le_500_ms_rate,mec_aoi_violation_rate_200ms,mec_aoi_violation_rate_300ms,mec_aoi_violation_rate_400ms,mec_aoi_violation_rate_500ms,mec_high_aoi_le_200_ms_rate,mec_high_aoi_le_300_ms_rate,mec_high_aoi_le_400_ms_rate,mec_high_aoi_le_500_ms_rate,mec_low_aoi_le_200_ms_rate,mec_low_aoi_le_300_ms_rate,mec_low_aoi_le_400_ms_rate,mec_low_aoi_le_500_ms_rate,mec_aoi_orr_le_200_ms,mec_aoi_orr_le_300_ms,mec_aoi_orr_le_400_ms,mec_aoi_orr_le_500_ms,mec_only_aoi_orr_le_200_ms,mec_only_aoi_orr_le_300_ms,mec_only_aoi_orr_le_400_ms,mec_only_aoi_orr_le_500_ms,mec_capacity_delay_mean_ms,mec_capacity_delay_p90_ms,mec_capacity_delay_p99_ms,mec_capacity_queue_drops,mec_ul_capacity_mbps,mec_dl_capacity_mbps,mec_ul_busy_ratio_mean,mec_ul_busy_ratio_p90,mec_ul_busy_ratio_p99,mec_ul_busy_ratio_max,mec_dl_busy_ratio_mean,mec_dl_busy_ratio_p90,mec_dl_busy_ratio_p99,mec_dl_busy_ratio_max,mec_ul_first_losses,mec_dl_first_losses,mec_ul_retx_recovered,mec_dl_retx_recovered,mec_ul_final_losses,mec_dl_final_losses,mec_retx_delay_mean_ms,mec_retx_delay_p90_ms
v2n2v-only,13.9157,24.4759,0,13.9157,24.4759,0,0,13.9157,100,10063082,0,13.9157,0,0,100,100,5785050,0,4278032,0,N/A,N/A,100,0.684143,0,0,N/A,N/A,N/A,N/A,100,100,0,0.499251,0.482686,0.483002,0,0,0,0,0,198898,2216922,43012.2,43155,76990,81095,84396,197098,0,98549000,99449000,99449000,1,200,37.4534,48.6309,31.5266,43.9975,45.7609,54.2391,0,0,0,0,0,0,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,13.9157,13.9157,13.9157,13.9157,0,0,0,0,43012.2,43155,76990,84396,0.10289,0.204473,0.305649,0.407231,99.8971,99.7955,99.6944,99.5928,0.103877,0.208139,0.311478,0.413278,0.101492,0.199278,0.297391,0.398665,13.9157,13.9157,13.9157,13.9157,0,0,0,0,185120,328183,355417,0,90.468,90.468,0.176077,0.176858,0.176858,0.176858,1,1,1,1,20025,1015282,19032,965991,993,49291,5.04555,9
